BASIN	MAP012023041205	MAP032023041205	MAP062023041205	MAP242023041205	GMAP062023041205	GMAP242023041205	ASMU062023041205	ASML062023041205	ASMT062023041205	FFG012023041205	FFG032023041205	FFG062023041205	PREVFFG012023041205	PREVFFG032023041205	PREVFFG062023041205	F1MAP012023041205	F1MAP032023041205	F1MAP062023041205	F1MAP242023041205	F2MAP012023041205	F2MAP032023041205	F2MAP062023041205	F2MAP242023041205	F3MAP012023041205	F3MAP032023041205	F3MAP062023041205	F3MAP242023041205	IFFT012023041205	IFFT032023041205	IFFT062023041205	PFFT012023041205	PFFT032023041205	PFFT062023041205	F1FFT012023041205	F1FFT032023041205	F1FFT062023041205	F2FFT012023041205	F2FFT032023041205	F2FFT062023041205	F3FFT012023041205	F3FFT032023041205	F3FFT062023041205	PET062023041205	F1FFR122023041205	F1FFR242023041205	F1FFR362023041205	F2FFR122023041205	F2FFR242023041205	F2FFR362023041205	F3FFR122023041205	F3FFR242023041205	F3FFR362023041205
2039100137	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.61	0.60	139.47	145.97	153.97	138.60	145.09	153.07	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.29	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100138	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.63	0.63	122.13	128.21	135.80	121.23	127.29	134.86	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.23	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100139	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.54	0.51	72.09	77.12	83.71	71.30	76.32	82.90	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.23	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100140	0.00	0.00	0.00	0.00	0.00	5.11	0.32	0.65	0.54	33.05	36.79	42.05	32.18	35.90	41.14	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.30	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100141	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.24	0.18	42.86	46.92	52.69	42.70	46.76	52.53	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.33	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100142	0.00	0.00	0.00	0.00	0.00	2.22	0.78	0.80	0.79	80.26	85.89	93.09	78.76	84.38	91.58	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.28	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100143	0.00	0.00	0.00	0.06	0.00	0.00	0.72	0.70	0.71	95.51	101.24	108.25	94.45	100.16	107.16	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.18	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100144	0.00	0.00	0.00	0.46	0.00	0.00	0.41	0.49	0.47	68.16	73.05	79.28	67.35	72.22	78.44	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.20	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100145	0.00	0.00	0.00	1.35	0.00	0.00	0.69	0.66	0.67	105.14	111.11	118.27	104.13	110.09	117.31	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.17	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100146	0.00	0.00	0.00	0.78	0.00	0.00	0.42	0.52	0.50	67.05	71.88	78.04	66.23	71.06	77.21	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.18	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100147	0.00	0.00	0.00	2.15	0.00	0.00	0.43	0.53	0.51	66.39	71.18	77.30	65.56	70.39	76.51	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.14	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100148	0.00	0.00	0.00	0.76	0.00	0.00	0.44	0.56	0.54	65.77	70.47	76.49	64.97	69.70	75.71	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.09	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100149	0.00	0.00	0.00	0.13	0.00	0.00	0.43	0.56	0.54	66.50	71.32	77.48	65.67	70.49	76.64	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.18	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100150	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.47	0.45	89.14	95.99	104.26	88.37	95.23	103.51	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.09	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100151	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.57	0.54	68.28	73.01	79.06	67.56	72.27	78.31	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.09	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100152	0.00	0.00	0.00	0.05	0.00	0.00	0.42	0.58	0.55	67.91	72.84	79.11	67.05	71.98	78.23	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.22	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100153	0.00	0.00	0.00	0.04	0.00	0.00	0.44	0.57	0.55	65.79	70.53	76.60	64.96	69.73	75.80	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.12	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100154	0.00	0.00	0.00	0.00	0.00	0.00	0.72	0.69	0.70	95.70	101.34	108.26	94.65	100.27	107.18	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.12	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100155	0.00	0.00	0.00	0.04	0.00	12.00	0.16	0.64	0.48	38.21	42.08	47.46	37.77	41.63	47.01	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.30	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100156	0.00	0.00	0.00	0.00	0.00	11.88	0.77	0.75	0.76	78.76	84.67	92.20	77.18	83.07	90.59	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.30	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100157	0.00	0.00	0.00	0.00	0.00	12.00	0.35	0.64	0.55	32.15	35.86	41.09	31.21	34.89	40.10	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.30	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100158	0.00	0.00	0.00	0.04	0.00	9.96	0.31	0.74	0.56	46.40	50.54	56.20	45.64	49.76	55.41	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.30	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100159	0.00	0.00	0.00	0.00	0.00	2.91	0.42	0.67	0.62	69.02	74.19	80.92	68.06	73.21	79.93	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.28	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100160	0.00	0.00	0.00	0.00	0.00	10.94	0.51	0.72	0.68	60.25	65.29	71.94	58.95	63.98	70.62	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.28	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100161	0.00	0.00	0.00	0.00	0.00	11.93	0.81	0.83	0.82	69.58	75.20	82.20	67.70	73.32	80.34	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.26	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100162	0.00	0.00	0.00	0.00	0.00	8.50	0.42	0.73	0.66	73.59	80.22	88.31	72.30	78.92	87.01	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.23	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100163	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.60	0.54	83.99	90.59	98.62	83.21	89.80	97.82	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.21	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100164	0.00	0.00	0.00	0.00	0.00	1.03	0.44	0.75	0.69	65.37	70.39	76.75	64.36	69.36	75.73	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.21	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100165	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.70	0.65	65.25	70.14	76.37	64.34	69.20	75.40	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.16	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100166	0.00	0.00	0.00	0.00	0.00	0.00	0.67	0.63	0.65	109.74	115.57	122.68	108.83	114.62	121.69	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.16	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100167	0.00	0.00	0.00	0.00	0.00	0.00	0.67	0.63	0.65	110.80	116.65	123.78	109.88	115.70	122.78	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.16	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100168	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.44	0.42	93.03	99.93	108.25	92.33	99.22	107.53	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.09	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100169	0.00	0.00	0.00	0.00	0.00	0.00	0.65	0.64	0.65	115.82	121.75	128.93	114.97	120.88	128.06	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.15	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100170	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.67	0.62	70.06	75.02	81.31	69.24	74.23	80.51	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.21	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100171	0.00	0.00	0.00	0.10	0.00	12.00	0.38	0.73	0.63	66.05	71.06	77.64	65.10	70.11	76.67	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.30	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100172	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.24	0.19	42.39	46.43	52.20	42.19	46.23	52.00	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.32	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100173	0.00	0.00	0.00	0.10	0.00	12.00	0.30	0.72	0.55	55.56	60.42	66.90	54.65	59.51	65.97	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.30	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100174	0.00	0.00	0.00	0.30	0.00	12.00	0.17	0.62	0.47	37.86	41.71	47.07	37.41	41.25	46.61	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.29	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100175	0.00	0.00	0.00	0.07	0.00	12.00	0.18	0.62	0.47	37.37	41.20	46.54	36.87	40.69	46.03	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.29	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100176	0.00	0.00	0.00	0.23	0.00	12.00	0.40	0.78	0.66	49.43	53.79	59.69	48.41	52.74	58.62	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.30	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100177	0.00	0.00	0.00	0.04	0.00	0.62	0.73	0.69	0.70	95.19	101.00	108.35	94.04	99.84	107.17	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.28	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100178	0.00	0.00	0.00	0.20	0.00	3.37	0.39	0.64	0.59	72.10	77.21	83.88	71.26	76.39	83.06	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.28	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100179	0.00	0.00	0.00	0.42	0.00	11.56	0.44	0.74	0.68	66.98	72.00	78.59	66.01	71.02	77.60	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.19	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100180	0.00	0.00	0.00	0.00	0.00	0.71	0.68	0.63	0.65	108.65	114.31	121.22	107.77	113.45	120.36	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.09	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100181	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.61	0.56	72.56	77.33	83.42	71.91	76.67	82.75	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.08	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100182	0.00	0.00	0.00	0.00	0.00	1.17	0.40	0.60	0.56	68.92	73.66	79.71	68.20	72.93	78.97	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.09	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100183	0.00	0.00	0.00	0.00	0.00	0.95	0.40	0.51	0.49	69.37	74.08	80.11	68.66	73.36	79.38	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.07	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100184	0.00	0.00	0.00	0.17	0.00	0.00	0.61	0.60	0.60	126.67	132.52	139.62	125.93	131.77	138.86	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.05	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100185	0.00	0.00	0.00	0.49	0.00	0.00	0.37	0.48	0.46	72.26	76.95	82.94	71.65	76.32	82.31	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.03	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100186	0.00	0.00	0.00	0.48	0.00	12.00	0.42	0.63	0.59	69.63	74.79	81.46	68.71	73.86	80.55	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.29	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100187	0.00	0.00	0.00	0.25	0.00	12.00	0.75	0.79	0.76	78.25	83.72	90.76	76.87	82.32	89.33	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.28	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100188	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.52	0.50	72.75	78.01	85.07	71.88	77.13	84.17	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.31	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100189	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.30	0.24	40.91	44.95	50.71	40.58	44.62	50.38	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.32	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100190	0.00	0.00	0.00	0.15	0.00	12.00	0.36	0.70	0.59	51.71	56.04	61.89	50.86	55.17	61.02	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.28	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100191	0.00	0.00	0.00	0.33	0.00	12.00	0.42	0.72	0.66	69.09	74.23	80.93	68.15	73.27	79.96	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.25	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
2039100192	0.00	0.00	0.00	0.00	0.00	12.00	0.55	0.67	0.65	57.11	62.15	68.80	55.62	60.67	67.35	-888.00	-888.00	-888.00	-888.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.00	0.00	0.00	0.00	0.00	0.00	-888.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.28	0.00	0.00	0.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
